anime_id,anime_title_romaji,anime_title_english,anime_title_native,anime_title_userPreferred,isAdult,type,seasonInt,genres,popularity,meanScore,averageScore,episodes,favourites
115819,Love: Sayonara wa Iwanai,,Love〜さよならは言わない〜,Love: Sayonara wa Iwanai,False,ANIME,,[],51,56.0,,1.0,0
116581,Kusakeiba,,草競馬,Kusakeiba,False,ANIME,,['Sports'],70,36.0,,1.0,0
118059,Maware Toro-Ika,,回れトロイカ,Maware Toro-Ika,False,ANIME,,[],55,40.0,,1.0,0
119809,Mahou no Tenshi Creamy Mami: Zutto Kitto Motto,,魔法の天使クリィミーマミ 「Zutto Kitto Motto」,Mahou no Tenshi Creamy Mami: Zutto Kitto Motto,False,ANIME,,"['Fantasy', 'Mahou Shoujo', 'Romance']",123,59.0,,1.0,0
120497,Mama no Kekkon,,ママの結婚,Mama no Kekkon,False,ANIME,,[],43,46.0,,1.0,0
125202,Minami no Shima no Hanayome-san,,南の島の花よめさん,Minami no Shima no Hanayome-san,False,ANIME,,[],42,45.0,,1.0,0
125322,Mogura no Motoro,,もぐらのモトロ,Mogura no Motoro,False,ANIME,,['Slice of Life'],71,40.0,,1.0,1
125573,Minna no Umi,,みんなのうみ,Minna no Umi,False,ANIME,,[],28,37.0,,1.0,0
126887,Kumo no Mori no Marcus,,雲の森のマーカス,Kumo no Mori no Marcus,False,ANIME,,"['Adventure', 'Fantasy']",41,47.0,,1.0,0
137505,"Maware Migi, Nigerunda",Do a 180,回れ右、逃げるんだ,"Maware Migi, Nigerunda",False,ANIME,,[],48,51.0,,1.0,0
138966,Matsuda-ke Curry Battle,,松田家カレーバトル,Matsuda-ke Curry Battle,False,ANIME,,['Music'],29,43.0,,1.0,0
139055,Mama Gomennasai,,ママごめんなさい,Mama Gomennasai,False,ANIME,,[],30,32.0,,1.0,0
139320,Kyoukara Omoide,,今日から思い出,Kyoukara Omoide,False,ANIME,,['Drama'],81,73.0,,1.0,2
139363,Kyou mo Chappy End,,きょうも茶ッピーエンド,Kyou mo Chappy End,False,ANIME,,[],24,41.0,,1.0,0
140226,Lu La La,,るらら,Lu La La,False,ANIME,,['Fantasy'],21,27.0,,1.0,0
140240,Melon no Kirime,,メロンの切り目,Melon no Kirime,False,ANIME,,['Slice of Life'],48,53.0,,1.0,0
140368,Machibouke,,待ちぼうけ,Machibouke,False,ANIME,,[],21,29.0,,1.0,0
140849,Mayuge no Uta,,まゆげの唄,Mayuge no Uta,False,ANIME,,[],23,34.0,,1.0,0
142172,Xun Guang,Light Catcher,寻光,Xun Guang,False,ANIME,,['Sci-Fi'],36,61.0,,1.0,0
143156,MADE IN JAPAN,,MADE IN JAPAN,MADE IN JAPAN,False,ANIME,,['Comedy'],48,54.0,,1.0,0
3517,New Hal & Bons,,ＮＥＷ ハル＆ボンス,New Hal & Bons,False,ANIME,62.0,['Comedy'],86,40.0,,9.0,0
4218,Niji ni Mukatte,,虹に向って,Niji ni Mukatte,False,ANIME,,['Romance'],151,54.0,48.0,1.0,0
8773,Nekko-kun,,ねっこ君,Nekko-kun,False,ANIME,0.0,[],90,45.0,,1.0,0
18575,Noobow: Kieta Medal,,ぬ～ぼ～ きえたメダル,Noobow: Kieta Medal,False,ANIME,902.0,['Slice of Life'],123,46.0,44.0,1.0,0
20468,Nekketsu Tantei Jimusho,Passionate Detective Agency,熱血探偵事務所,Nekketsu Tantei Jimusho,False,ANIME,134.0,"['Comedy', 'Mystery']",147,48.0,45.0,5.0,0
102037,Ninja & Soldier,Ninja & Soldier,NINJA & SOLDIER,Ninja & Soldier,False,ANIME,,['Psychological'],132,55.0,48.0,1.0,0
102550,Nameless Flipbook,,Nameless Flipbook,Nameless Flipbook,False,ANIME,,[],122,49.0,45.0,1.0,0
103440,Namae no Nai hi,,名前のない日,Namae no Nai hi,False,ANIME,,[],84,51.0,,1.0,1
103462,Nandaku Mou,,なんだかもう,Nandaku Mou,False,ANIME,,[],85,47.0,,1.0,1
103484,Ningyo no Hanashi,,人魚のはなし,Ningyo no Hanashi,False,ANIME,,['Fantasy'],95,46.0,,1.0,0
103489,Mr. Shape: High Touch Taisou,,ハイタッチたいそう,Mr. Shape: High Touch Taisou,False,ANIME,,['Music'],72,39.0,,1.0,0
103500,Nosferatu,,ノスフェラトゥ,Nosferatu,False,ANIME,,[],117,42.0,41.0,1.0,0
103718,OH! 96-kku,,OH!96ック,OH! 96-kku,False,ANIME,,"['Music', 'Slice of Life']",78,46.0,,1.0,0
103729,Muku no Ki no Hanashi,,ムクの木の話,Muku no Ki no Hanashi,False,ANIME,,[],137,45.0,43.0,1.0,0
103749,Natsu no Ginkei,,夏の銀景,Natsu no Ginkei,False,ANIME,,[],72,45.0,,1.0,0
103927,Nani ga Dekiru ka na,Nani ga Dekiru ka na,なにができるかな,Nani ga Dekiru ka na,False,ANIME,,['Comedy'],94,41.0,41.0,1.0,0
103946,Nanatsu no Umi,,七つの海,Nanatsu no Umi,False,ANIME,,[],72,46.0,,1.0,0
104126,Nothing's Gonna Change,,Nothing’s Gonna Change,Nothing's Gonna Change,False,ANIME,,['Sci-Fi'],104,39.0,,1.0,0
104331,Naite Ita Onnanoko,,泣いていた女の子,Naite Ita Onnanoko,False,ANIME,,[],74,46.0,,1.0,0
104356,Okaasan no Kao,,おかあさんの顔,Okaasan no Kao,False,ANIME,,[],80,39.0,,1.0,0
105929,New Yoku feat. Chan-Mika,,NEW YOKU feat CHAN-MIKA,New Yoku feat. Chan-Mika,False,ANIME,,[],91,45.0,,1.0,0
109347,Nobara,,野ばら,Nobara,False,ANIME,,['Drama'],74,48.0,,1.0,0
109365,Numa no Taishou,General of the Swamp,沼の大将,Numa no Taishou,False,ANIME,,[],127,43.0,42.0,1.0,0
109391,Nezumi no Yomeiri,"Marriage of a Mouse, Mouse's Wedding",ねずみのよめいり,Nezumi no Yomeiri,False,ANIME,,['Comedy'],98,47.0,,1.0,0
110629,Mukashi no Yama,Mountain,むかしの山,Mukashi no Yama,False,ANIME,,['Psychological'],55,45.0,,1.0,0
111998,Notation of Rotating Earth,,,Notation of Rotating Earth,False,ANIME,,['Music'],74,44.0,,1.0,0
113205,Muddy Water,,マディウォーター,Muddy Water,False,ANIME,,[],65,48.0,,1.0,0
114419,Obentou Bako no Uta: Anata e no Otegami,,お弁当ばこのうた ～あなたへのお手紙～,Obentou Bako no Uta: Anata e no Otegami,False,ANIME,,[],50,49.0,,1.0,0
116233,My Wish,,My Wish ～マイ ウィッシュ～,My Wish,False,ANIME,,[],51,48.0,,1.0,0
116970,Nakanaide,,泣かないで,Nakanaide,False,ANIME,,[],69,51.0,,1.0,0
117791,Mukashi Toilet ga Kowakatta!,,むかしトイレがこわかった！,Mukashi Toilet ga Kowakatta!,False,ANIME,,[],59,38.0,,1.0,0
118118,Norakuro Ittouhei,,のらくろ一等兵,Norakuro Ittouhei,False,ANIME,,[],89,44.0,,1.0,0
118119,Norakuro Nitouhei,,のらくろ二等兵,Norakuro Nitouhei,False,ANIME,,[],80,46.0,,1.0,0
119344,Ogaki Matsuri ni Ikou yo!,,大垣まつりにいこうよ！,Ogaki Matsuri ni Ikou yo!,False,ANIME,,"['Romance', 'Slice of Life']",186,54.0,,1.0,2
119742,NANA SONG,,NANA SONG,NANA SONG,False,ANIME,,[],62,50.0,,1.0,1
120345,Natsuyasumi no Osakana,,なつやすみのおさかな,Natsuyasumi no Osakana,False,ANIME,,[],38,44.0,,1.0,0
121964,Ohanashi no Hana,Bloomed Words,おはなしの花,Ohanashi no Hana,False,ANIME,,['Slice of Life'],50,47.0,,1.0,0
125819,Ohayou no Uta,,おはようのうた,Ohayou no Uta,False,ANIME,,[],42,34.0,,1.0,0
126176,Obake de Ii kara Hayaku Kite,,おばけでいいからはやくきて,Obake de Ii kara Hayaku Kite,False,ANIME,,[],51,48.0,,1.0,0
136168,Noctambulist,,Noctambulist,Noctambulist,False,ANIME,,['Psychological'],47,54.0,,1.0,0
139140,Mushi no Tsubuyaki,,虫のつぶやき,Mushi no Tsubuyaki,False,ANIME,,[],26,55.0,,1.0,0
139291,Moufu no Hi,,毛布の日,Moufu no Hi,False,ANIME,,[],21,48.0,,1.0,0
140230,Obaachan Moshikashite,,おばあちゃん もしかして,Obaachan Moshikashite,False,ANIME,,['Slice of Life'],23,51.0,,1.0,0
140383,natane shigure,,菜種時雨 ～natane shigure～,natane shigure,False,ANIME,,[],34,51.0,,1.0,0
140730,Omoide no Green Grass,,想い出のグリーングラス,Omoide no Green Grass,False,ANIME,,[],20,48.0,,1.0,0
140735,Ohirune no Yurikago,,おひるねのゆりかご,Ohirune no Yurikago,False,ANIME,,"['Adventure', 'Fantasy']",24,48.0,,1.0,0
140866,Le Bois Endormi,,眠りの森,Le Bois Endormi,False,ANIME,,['Adventure'],43,66.0,,1.0,0
140870,Ojiisan no Densha,,おじいさんの電車,Ojiisan no Densha,False,ANIME,,['Drama'],30,38.0,,1.0,0
142629,Okuni no Tame ni,,御國の爲に,Okuni no Tame ni,False,ANIME,,['Action'],48,44.0,,1.0,0
5018,Piroppo,,ピロッポ,Piroppo,False,ANIME,14.0,['Comedy'],204,44.0,,23.0,0
8671,Raja Maharaja,,ラジャ・マハラジャ,Raja Maharaja,False,ANIME,,['Slice of Life'],114,44.0,42.0,1.0,0
13519,Organic,,オーガニック,Organic,False,ANIME,94.0,['Comedy'],100,50.0,,1.0,0
14125,Otogi no Kuni no Birthday,,おとぎの国のBirthday,Otogi no Kuni no Birthday,False,ANIME,0.0,[],101,42.0,,1.0,0
100533,Pulsar,Pulsar,パルサー(PULSAR),Pulsar,False,ANIME,0.0,['Music'],190,51.0,47.0,1.0,0
102509,Oni no Ko to Yuki Usagi,,鬼の子とゆきうさぎ,Oni no Ko to Yuki Usagi,False,ANIME,,['Fantasy'],129,58.0,,1.0,0
102551,Quote,,Quote,Quote,False,ANIME,,[],257,57.0,52.0,3.0,1
102637,Osaru no Tairyou,,お猿の大漁,Osaru no Tairyou,False,ANIME,,['Slice of Life'],136,44.0,42.0,1.0,0
103409,Playground,,PLAYGROUND,Playground,False,ANIME,,[],183,42.0,42.0,1.0,0
103461,Parasol Life,,パラソルライフ,Parasol Life,False,ANIME,,[],68,32.0,,1.0,0
103480,Phantasm,,Phantasm,Phantasm,False,ANIME,,['Music'],74,48.0,,1.0,0
103701,Paper Film,,ペーパーフィルム,Paper Film,False,ANIME,,['Comedy'],89,40.0,,1.0,0
103745,Pink Jumon,,ピンクと呪文,Pink Jumon,False,ANIME,,[],72,47.0,,1.0,0
103747,Oppai ga Ippai,,おっぱいがいっぱい,Oppai ga Ippai,False,ANIME,,[],134,45.0,43.0,1.0,0
103781,Onnanoko dake ga Wakaru Uta: Only Girls Get It,,女の子だけがわかる歌-Only Girls Get It,Onnanoko dake ga Wakaru Uta: Only Girls Get It,False,ANIME,,['Slice of Life'],83,43.0,,1.0,0
103788,Rabbit,,Rabbit,Rabbit,False,ANIME,,[],80,38.0,,1.0,0
103791,Pata Pata Mama,,パタパタママ,Pata Pata Mama,False,ANIME,,[],96,43.0,,1.0,0
103955,Orangutan,,オランガタン,Orangutan,False,ANIME,,[],87,39.0,,1.0,0
103985,Pareo wa Emerald,,パレオはエメラルド,Pareo wa Emerald,False,ANIME,,[],96,49.0,,1.0,0
104069,Ooi! Hanimaru,,おーい！はに丸,Ooi! Hanimaru,False,ANIME,,[],86,39.0,,1.0,0
104091,Plus 50000-nen,,プラス50000年,Plus 50000-nen,False,ANIME,,['Sci-Fi'],114,48.0,,1.0,0
106676,Please! Marry Me!!,,Please! Marry Me!!,Please! Marry Me!!,False,ANIME,,['Action'],90,49.0,,1.0,1
107009,Otsukisama Light,,お月様ライト,Otsukisama Light,False,ANIME,,[],64,41.0,,1.0,0
113574,Onigakure Yama no Soba no Hana,The Soba Flower of Mt. Oni,鬼がくれ山のソバの花,Onigakure Yama no Soba no Hana,False,ANIME,,['Mystery'],80,52.0,,1.0,0
114335,Ou-sama ni Natta Kitsune,,王さまになったきつね,Ou-sama ni Natta Kitsune,False,ANIME,,[],73,42.0,,1.0,0
114343,Papa no March,,パパのマーチ,Papa no March,False,ANIME,,[],80,48.0,,1.0,0
114425,Kuma no Keimu-sho,,くまのけいむしょ,Kuma no Keimu-sho,False,ANIME,,['Comedy'],55,34.0,,1.0,0
115401,Otanjoubi Omedetou,,お誕生日おめでとう,Otanjoubi Omedetou,False,ANIME,,[],104,54.0,,1.0,0
115440,Owakare,Loop of Farewell,おわかれ,Owakare,False,ANIME,,[],93,41.0,,1.0,0
115815,Pokke,,ポッケ,Pokke,False,ANIME,,[],47,48.0,,1.0,0
116250,Omukaisan,Face to Face,お向かいさん,Omukaisan,False,ANIME,,['Psychological'],82,56.0,,1.0,3
117963,Papa to Rusuban,,パパとるすばん,Papa to Rusuban,False,ANIME,,[],39,45.0,,1.0,0
120758,Poron Guitar,,ポロンギター,Poron Guitar,False,ANIME,,['Fantasy'],69,41.0,,1.0,0
121967,ONED,Oned,ONED,ONED,False,ANIME,,['Music'],69,45.0,,1.0,0
130742,Prism Season,,プリズム・シーズン,Prism Season,False,ANIME,892.0,['Slice of Life'],56,36.0,,1.0,1
134473,Poppen-sensei to Kaerazu no Numa,,ぽっぺん先生と帰らずの沼,Poppen-sensei to Kaerazu no Numa,False,ANIME,822.0,"['Adventure', 'Fantasy']",38,40.0,,1.0,0
136322,passion,,passion,passion,False,ANIME,,[],31,37.0,,1.0,0
139038,Oyama no Taishou,,お山の大将,Oyama no Taishou,False,ANIME,,[],27,33.0,,1.0,0
139100,Ookina Onaka,,おおきなおなか,Ookina Onaka,False,ANIME,,[],17,41.0,,1.0,0
139101,Ponta Monogatari,,ポンタ物語,Ponta Monogatari,False,ANIME,,['Supernatural'],25,35.0,,1.0,0
139321,Pocket no Naka de,,ポケットの中で,Pocket no Naka de,False,ANIME,,[],31,49.0,,1.0,0
140181,Oniichan ni Natchatta,,おにいちゃんになっちゃった,Oniichan ni Natchatta,False,ANIME,,[],22,29.0,,1.0,0
140185,Ookina Furudokei (1973),,大きな古時計（1973年版),Ookina Furudokei (1973),False,ANIME,,[],30,44.0,,1.0,0
140224,Piano,,ピアノ,Piano,False,ANIME,,[],20,39.0,,1.0,0
140358,Oto no Symphony,,音のシンフォニー,Oto no Symphony,False,ANIME,,[],22,45.0,,1.0,0
140848,Oyashirazu,,親知らず,Oyashirazu,False,ANIME,,[],17,50.0,,1.0,0
141324,Qiezi Mabo Forever (Fried Chicken Mix),Qiezi Mabo Forever,Qiezi Mabo Forever -Fried Chicken Mix-,Qiezi Mabo Forever (Fried Chicken Mix),False,ANIME,,[],52,46.0,,1.0,1
142567,Paradise,,パラダイス,Paradise,False,ANIME,,['Fantasy'],66,52.0,,1.0,1
3755,Sekai Meisaku Douwa: Oyayubi Hime,World's Famous Stories for Children: Thumb Princess,世界名作童話 おやゆび姫,Sekai Meisaku Douwa: Oyayubi Hime,False,ANIME,782.0,['Fantasy'],227,49.0,46.0,1.0,0
5193,Shinjuku Shin-chan Patrol: Warui Otona ni Ki wo Tsukete,,新宿シンちゃんパトロール わるい大人に気をつけて,Shinjuku Shin-chan Patrol: Warui Otona ni Ki wo Tsukete,False,ANIME,83.0,[],91,41.0,,1.0,0
8446,SAI: Part 1 / Revolving... to the Core,,彩-SAI-(前編) / 廻る、巡る、その核へ,SAI: Part 1 / Revolving... to the Core,False,ANIME,0.0,['Fantasy'],169,58.0,50.0,1.0,0
8679,Saboten ga Nikui,,サボテンがにくい,Saboten ga Nikui,False,ANIME,,['Comedy'],95,40.0,,1.0,0
8745,Seikima II Humane Society: Jinrui Ai ni Michita Shakai,,聖飢魔II HUMANE SOCIETY ~人類愛に満ちた社会~,Seikima II Humane Society: Jinrui Ai ni Michita Shakai,False,ANIME,923.0,['Supernatural'],265,50.0,47.0,1.0,0
9318,Mezamero,Wake Up,覚めろ,Mezamero,False,ANIME,,['Psychological'],287,36.0,37.0,1.0,1
9910,Shokichi Monogatari,,小吉物語,Shokichi Monogatari,False,ANIME,0.0,[],87,44.0,,1.0,0
16506,San Ge Heshang,,三个和尚,San Ge Heshang,False,ANIME,,"['Comedy', 'Music']",148,52.0,47.0,1.0,0
97958,Robot Town Sagami 2028,Robot Town Sagami 2028,Robot Town Sagami 2028,Robot Town Sagami 2028,False,ANIME,162.0,['Drama'],195,58.0,52.0,1.0,0
102459,Rocket Dive,,ROCKET DIVE,Rocket Dive,False,ANIME,,[],89,41.0,,1.0,0
103012,Sayonara no Kawari ni 2013,,サヨナラのかわりに2013,Sayonara no Kawari ni 2013,False,ANIME,,[],61,41.0,,1.0,0
103483,Revenge of Green Mutant,,REVENGE OF GREENMUTANT,Revenge of Green Mutant,False,ANIME,,[],98,46.0,43.0,1.0,0
103490,Sarasoujuu no Hana no Iro,Spotlight,娑羅双樹の花の色,Sarasoujuu no Hana no Iro,False,ANIME,,['Drama'],115,45.0,43.0,1.0,0
103501,Saishuu Densha featuring Izumi Makura,,最終電車 featuring 泉まくら,Saishuu Densha featuring Izumi Makura,False,ANIME,,[],91,43.0,,1.0,0
103794,Sayonara Space Shuttle,,さよならスペースシャトル,Sayonara Space Shuttle,False,ANIME,,[],105,47.0,44.0,1.0,0
103933,Sense Honma ni Honma,,せんせ　ほんまにほんま,Sense Honma ni Honma,False,ANIME,,[],92,44.0,,1.0,0
104089,Riding the Storm,,Riding the Storm,Riding the Storm,False,ANIME,,[],80,39.0,,1.0,0
104094,SheepWolf,SheepWolf,SheepWolf,SheepWolf,False,ANIME,,['Comedy'],76,44.0,,1.0,0
104349,Shiawase no Uta,,しあわせのぅた,Shiawase no Uta,False,ANIME,,[],111,41.0,41.0,1.0,0
104528,Sakana no Iu Koto wo Kiku,Do as the Fish Tells You,魚のいうことを聞く,Sakana no Iu Koto wo Kiku,False,ANIME,,"['Drama', 'Psychological']",173,54.0,49.0,1.0,1
104554,Shiawase no Tokei,,しあわせの時計,Shiawase no Tokei,False,ANIME,,[],76,39.0,,1.0,0
106551,Ryou,,漁,Ryou,False,ANIME,,[],58,44.0,,1.0,0
108935,Shinkaigyo no March,,しんかいぎょのまち,Shinkaigyo no March,False,ANIME,,[],64,38.0,,1.0,0
110470,"""RUNNINGMAN""",,ランニングマン>,"""RUNNINGMAN""",False,ANIME,,['Slice of Life'],91,45.0,,1.0,0
112026,"Shiro no Kanga""roo"" no Uta",,"しろのカンガ""ルー""のうた","Shiro no Kanga""roo"" no Uta",False,ANIME,,['Music'],82,37.0,,1.0,0
113571,Risu no Panache,Panache the Squirrel,りすのパナシ,Risu no Panache,False,ANIME,,['Comedy'],77,48.0,,1.0,0
114132,RoboCop,,,RoboCop,False,ANIME,,[],70,40.0,,1.0,0
117476,Shimauma to Lion,,しまうまとライオン,Shimauma to Lion,False,ANIME,,[],49,50.0,,1.0,0
117799,Shita-kiri Suzume,The Sparrow with the Slit Tongue,したきりすずめ,Shita-kiri Suzume,False,ANIME,,['Fantasy'],67,40.0,,1.0,0
118055,Risu ni Koi Shita Shounen,,リスに恋した少年,Risu ni Koi Shita Shounen,False,ANIME,,[],58,42.0,,1.0,0
119823,Shiroi Zou,,しろいぞう,Shiroi Zou,False,ANIME,,"['Action', 'Fantasy']",56,44.0,,1.0,0
123011,Senro wa Tsudzuku yo Dokomademo,I've Been Working on the Railroad,線路は続くよどこまでも,Senro wa Tsudzuku yo Dokomademo,False,ANIME,,[],50,41.0,,1.0,0
125266,Shayou,,斜陽,Shayou,False,ANIME,,['Slice of Life'],51,54.0,,1.0,0
125818,Shiroi Spitz,,白いスピッツ,Shiroi Spitz,False,ANIME,,[],38,44.0,,1.0,0
126203,Resukyu-YoYo,,レスキューYoYo,Resukyu-YoYo,False,ANIME,,['Mecha'],36,33.0,,1.0,0
126660,Royal Memories,Royal Memories,Royal Memories,Royal Memories,False,ANIME,,[],52,54.0,,1.0,0
130954,Rere no Aoi Sora,,レレの青い空,Rere no Aoi Sora,False,ANIME,,[],36,43.0,,1.0,0
133138,Shichigahama de Mitsuketa,,七ヶ浜でみつけた,Shichigahama de Mitsuketa,False,ANIME,212.0,[],208,54.0,,1.0,3
136641,Re I Am,,Re I Am,Re I Am,False,ANIME,,[],129,63.0,52.0,1.0,0
138780,San Zhi Lang,,三只狼,San Zhi Lang,False,ANIME,,[],32,42.0,,1.0,0
139049,Seishun,Youth,青春,Seishun,False,ANIME,,['Drama'],24,48.0,,1.0,0
139103,Sabishi Gariya-san Konnichiwa,,さびしがりやさんこんにちは,Sabishi Gariya-san Konnichiwa,False,ANIME,,"['Romance', 'Slice of Life']",23,38.0,,1.0,0
139132,Shiri Play,,しりプレイ,Shiri Play,False,ANIME,,[],46,44.0,,1.0,0
140351,Sherlock Holmes to Watson Hakase,,シャーロックホームズとワトソン博士,Sherlock Holmes to Watson Hakase,False,ANIME,,[],28,45.0,,1.0,0
140359,Sentaku Jab Jab,,洗濯ジャブ ジャブ,Sentaku Jab Jab,False,ANIME,,['Slice of Life'],27,30.0,,1.0,0
140374,Sasurai no Violin,,さすらいのバイオリン,Sasurai no Violin,False,ANIME,,['Adventure'],19,39.0,,1.0,0
140852,Shijin to Tsubame,,詩人とつばめ,Shijin to Tsubame,False,ANIME,,[],22,39.0,,1.0,0
140853,Saraba Seishun,,さらば青春,Saraba Seishun,False,ANIME,,[],32,34.0,,1.0,0
140876,Ringo no Mori no Koneko-tachi,,リンゴの森の子猫たち,Ringo no Mori no Koneko-tachi,False,ANIME,,[],37,57.0,,1.0,0
7416,Socket,,,Socket,False,ANIME,,[],70,51.0,,1.0,0
7459,The Collected Animations of ICAF (2001-2006),,,The Collected Animations of ICAF (2001-2006),False,ANIME,,"['Fantasy', 'Mystery']",92,51.0,,16.0,1
7683,Suiren no Hito,Nostalgia,​睡蓮の人,Suiren no Hito,False,ANIME,,['Drama'],152,47.0,44.0,1.0,0
7844,The Place Where We Were,The Place Where We Were,エンゼル The Place Where We Were,The Place Where We Were,False,ANIME,,"['Fantasy', 'Psychological']",135,48.0,,1.0,0
8957,Susume! Gachimuchi Sankyoudai,,進め！ガチムチ３兄弟,Susume! Gachimuchi Sankyoudai,False,ANIME,103.0,['Comedy'],93,45.0,,1.0,0
9965,Soukou Kyoshin Z-Knight,,装甲巨神Zナイト,Soukou Kyoshin Z-Knight,False,ANIME,911.0,['Mecha'],85,47.0,,1.0,0
11729,Space Neko Theater,Space Neko Theater,スペースネコシアター,Space Neko Theater,False,ANIME,81.0,['Comedy'],293,51.0,49.0,1.0,1
102237,Tao Hua Yuan Ji,,桃花源记,Tao Hua Yuan Ji,False,ANIME,,['Fantasy'],108,53.0,47.0,1.0,0
102357,Swimming,,SWIMMING,Swimming,False,ANIME,,[],101,47.0,44.0,1.0,0
102466,Storywriter,,ストーリーライター,Storywriter,False,ANIME,,[],96,52.0,,1.0,0
102578,The Gift,,THE GIFT,The Gift,False,ANIME,162.0,['Fantasy'],86,47.0,,1.0,0
102595,The Starry Night,The Starry Night,,The Starry Night,False,ANIME,,[],98,45.0,,1.0,0
103004,The Night Game: Neko no Sakusen,,TheNightGame ネコのさくせん,The Night Game: Neko no Sakusen,False,ANIME,,['Sports'],67,51.0,,1.0,0
103331,The Curlydog Story,,The Curlydog Story,The Curlydog Story,False,ANIME,,[],89,49.0,,1.0,0
103338,Shounen to Sakura,The Cherry Tree,少年とさくら,Shounen to Sakura,False,ANIME,,['Drama'],210,53.0,49.0,1.0,0
103411,Tanita Shokudou,,タニタ食堂,Tanita Shokudou,False,ANIME,,['Slice of Life'],54,41.0,,1.0,1
103436,Sonna Boku ga Suki,,そんなぼくがすき,Sonna Boku ga Suki,False,ANIME,,[],72,42.0,,1.0,0
103446,Such a Good Place to Die,,such a good place to die,Such a Good Place to Die,False,ANIME,,[],176,53.0,48.0,1.0,2
103977,Tenrankai de Atta Onnanoko,,展覧会で逢った女の子,Tenrankai de Atta Onnanoko,False,ANIME,,[],93,45.0,,1.0,0
103981,Swan,,Swan,Swan,False,ANIME,,[],111,47.0,44.0,1.0,0
104342,Teo the Magic Planet Pilot,,TEO THE MAGIC PLANET,Teo the Magic Planet Pilot,False,ANIME,,"['Adventure', 'Fantasy']",60,41.0,,1.0,0
104350,Soratobu Penguin,,空飛ぶペンギン,Soratobu Penguin,False,ANIME,,['Romance'],64,41.0,,1.0,0
104555,Sigh,,Sigh,Sigh,False,ANIME,,[],76,36.0,,1.0,0
106458,Kitsunetsuki: Tengu Desu,,キツネツキ - てんぐです,Kitsunetsuki: Tengu Desu,False,ANIME,,[],144,47.0,44.0,1.0,0
111795,Tekusuke Monogatari,,テク助物語,Tekusuke Monogatari,False,ANIME,,"['Action', 'Drama']",91,45.0,,1.0,0
111995,Study,,Study,Study,False,ANIME,,[],80,41.0,,1.0,1
113576,Tabi wa Michizure Yo wa Nasake,The Traveling Companion,旅は道連れ世は情,Tabi wa Michizure Yo wa Nasake,False,ANIME,,['Comedy'],94,44.0,,1.0,0
114126,Sun,,SUN,Sun,False,ANIME,,['Psychological'],86,48.0,,1.0,0
114390,Sound of Love feat. Eden Kai,,Sound of Love feat. Eden Kai,Sound of Love feat. Eden Kai,False,ANIME,,[],80,54.0,,1.0,0
114470,Subarashii Shigoto,Decent work,すばらしい仕事,Subarashii Shigoto,False,ANIME,,['Psychological'],91,56.0,,1.0,0
114942,Soumatou,,走馬燈,Soumatou,False,ANIME,,[],56,45.0,,1.0,0
115472,Smile,,スマイル～SMILE～,Smile,False,ANIME,,[],70,50.0,,1.0,0
115528,Tenuto,,テヌート,Tenuto,False,ANIME,,[],78,55.0,,1.0,0
115791,SWAP,SWAP,SWAP,SWAP,False,ANIME,,[],69,45.0,,1.0,0
116272,Shuuseki Life,,集積ライフ,Shuuseki Life,False,ANIME,,[],59,43.0,,1.0,0
116711,Ten,,点,Ten,False,ANIME,,['Psychological'],86,44.0,,1.0,0
120147,TELE〇POTION,,TELE〇POTION,TELE〇POTION,False,ANIME,,['Adventure'],55,53.0,,1.0,0
121665,Tasukeai no Rekishi: Seimei Hoken no Hajimari,,たすけあいの歴史 -生命保険のはじまり-,Tasukeai no Rekishi: Seimei Hoken no Hajimari,False,ANIME,,[],45,48.0,,1.0,0
137760,Soko ni wa Mata Meikyuu,,そこにはまた迷宮,Soko ni wa Mata Meikyuu,False,ANIME,,[],74,61.0,,1.0,2
139033,Sukitte Nandarou... Namida,,好きってなんだろう… 涙,Sukitte Nandarou... Namida,False,ANIME,,[],32,57.0,,1.0,0
139054,Suppon Pon Pon,,すっぽんぽんぽん,Suppon Pon Pon,False,ANIME,,['Drama'],23,45.0,,1.0,0
139058,Tanoshii ne,,たのしいね,Tanoshii ne,False,ANIME,,[],33,37.0,,1.0,0
139192,Tanjoubi no Chachacha,,誕生日のチャチャチャ,Tanjoubi no Chachacha,False,ANIME,,[],25,35.0,,1.0,0
140160,Suisei ni Nareta Nara,If I Could Become a Comet,彗星になれたなら,Suisei ni Nareta Nara,False,ANIME,,[],79,67.0,,1.0,5
140202,Tanabata no Oto,,タナバタノオト,Tanabata no Oto,False,ANIME,192.0,[],83,57.0,,5.0,2
140223,Ten made Tobaso,,天まで飛ばそ,Ten made Tobaso,False,ANIME,,[],21,55.0,,1.0,0
140231,Sotsugyou Mae: 10-hi de 100 no Dekigoto,,卒業前　～10日で100の出来事～,Sotsugyou Mae: 10-hi de 100 no Dekigoto,False,ANIME,,['Slice of Life'],30,46.0,,1.0,0
140375,Sokkuri House,,そっくりハウス,Sokkuri House,False,ANIME,,['Supernatural'],22,38.0,,1.0,0
143154,THE FULLMOON TRADITION: INDRA,,THE FULLMOON TRADITION: INDRA,THE FULLMOON TRADITION: INDRA,False,ANIME,,"['Fantasy', 'Sci-Fi']",53,45.0,,1.0,0
